Date,Open,Close,Volume,pct_change,avg_sentiment
2015-06-29,17.463333129882812,17.468000411987305,52183500,0.026726181478526873,0.0
2015-06-30,17.65333366394043,17.884000778198242,46303500,1.306649036657504,0.0
2015-07-01,18.073999404907227,17.94333267211914,31518000,-0.7229541722382095,0.0
2015-07-02,18.68000030517578,18.667999267578125,107458500,-0.06424538223551875,0.0
2015-07-06,18.59199905395508,18.64800071716309,61828500,0.3012137804304296,0.0
2015-07-07,18.333332061767575,17.858667373657227,91576500,-2.5890802965393083,0.0
2015-07-08,17.288000106811523,16.997333526611328,93316500,-1.6813198658280422,0.0
2015-07-09,17.27199935913086,17.19466781616211,50011500,-0.44772780128589224,0.0
2015-07-10,17.481332778930664,17.27666664123535,39163500,-1.1707696448750515,0.0
2015-07-13,17.483333587646484,17.477333068847656,44404500,-0.034321365366316754,0.0
2015-07-14,17.47333335876465,17.709999084472656,28614000,1.3544394812870433,0.0
2015-07-15,17.78266716003418,17.542667388916016,30324000,-1.3496275275148475,0.0
2015-07-16,17.614667892456055,17.778667449951172,24240000,0.9310397362947407,0.0
2015-07-17,18.166667938232425,18.310667037963867,75061500,0.7926555393704882,0.0
2015-07-20,18.333332061767575,18.817333221435547,74677500,2.6400065085675877,0.0
2015-07-21,18.003332138061523,17.784666061401367,91630500,-1.2145866941923826,0.0
2015-07-22,17.417999267578125,17.857999801635742,46575000,2.526125574460406,0.0
2015-07-23,17.976667404174805,17.81333351135254,33408000,-0.9085882780716844,0.0
2015-07-24,17.825332641601562,17.694000244140625,42547500,-0.7367738942185463,0.0
2015-07-27,17.495332717895508,16.867332458496094,70413000,-3.589530245155323,0.0
2015-07-28,17.049999237060547,17.654666900634766,58437000,3.5464380682193193,0.0
2015-07-29,17.618000030517578,17.58799934387207,41851500,-0.17028429216449753,0.0
2015-07-30,17.512666702270508,17.785999298095703,30519000,1.5607708435960692,0.0
2015-07-31,17.84000015258789,17.74333381652832,33339000,-0.5418516548922102,0.0
2015-08-03,17.752666473388672,17.332666397094727,38302500,-2.365842206991988,0.0
2015-08-04,17.333999633789062,17.75200080871582,35287500,2.411452542735438,0.0
2015-08-05,17.57200050354004,18.0086669921875,93214500,2.4850129531893113,0.0
2015-08-06,16.63599967956543,16.408666610717773,219357000,-1.3665128229528476,-0.4228
2015-08-07,16.238666534423828,16.167333602905273,76101000,-0.43927825826916456,0.0
2015-08-10,15.876667022705078,16.076000213623047,62788500,1.255510307250912,0.0
2015-08-11,15.8100004196167,15.824666976928713,63973500,0.09276759596929267,0.0
2015-08-12,15.666666984558104,15.878000259399414,55920000,1.3489357694882493,0.0
2015-08-13,15.990667343139648,16.167333602905273,70338000,1.104808548477614,0.0
2015-08-14,16.482667922973633,16.209999084472656,65472000,-1.654276114614487,0.0
2015-08-17,17.03733253479004,16.999332427978516,107650500,-0.2230402366915575,0.0
2015-08-18,17.025333404541016,17.381332397460938,62925000,2.0909957206768675,0.0
2015-08-19,17.35533332824707,17.016666412353516,54064500,-1.9513708523382238,0.0
2015-08-20,16.804000854492188,16.14533233642578,73587000,-3.9197124766291918,0.0
2015-08-21,15.733332633972168,15.38466739654541,98853000,-2.2160927092706544,0.0
